Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2018-04-16,Cult of Chucky,2017,https://boxd.it/r2Bf5,4,,"rabbit, arthur",2018-04-15
2018-04-17,All the Reasons to Forget,2017,https://boxd.it/r7h1H,3.5,,"rabbit, gabra",2018-04-16
2018-04-19,Black Mirror: Be Right Back,2013,https://boxd.it/raoB9,4,Yes,netflix,2018-04-18
2018-04-23,High School Musical 2,2007,https://boxd.it/rirUz,4,Yes,"dvd, theo, guitta, seara",2018-04-22
2018-04-23,Frozen,2013,https://boxd.it/rirWP,4.5,Yes,"dvd, guitta, theo, seara",2018-04-22
2018-04-25,Black Mirror: White Bear,2013,https://boxd.it/rmrFx,4.5,Yes,"netflix, chris, marcos",2018-04-23
2018-04-25,The Glass House,2001,https://boxd.it/rmrAn,3.5,,"gabra, netflix",2018-04-24
2018-04-26,Black Mirror: The Waldo Moment,2013,https://boxd.it/roXXx,2,Yes,netflix,2018-04-25
2018-04-27,Truth or Dare,2018,https://boxd.it/rpC5B,3.5,,"press screening, movie theater",2018-04-26
2018-05-03,Please Stand By,2017,https://boxd.it/rEBKN,4.5,,movie theater,2018-05-02
2018-05-03,Capitalism: A Love Story,2009,https://boxd.it/rEMCb,3.5,,"rabbit, theo",2018-05-02
2018-05-04,Querida Mamãe,2017,https://boxd.it/rGCQV,3,,"movie theater, theo",2018-05-03
2018-05-05,Saw III,2006,https://boxd.it/rJcO1,5,,online,2018-05-05
2018-05-06,Saw IV,2007,https://boxd.it/rJQYv,4,,online,2018-05-05
2018-05-06,Saw V,2008,https://boxd.it/rKPLn,2,,online,2018-05-05
2018-05-07,Saw VI,2009,https://boxd.it/rNk5L,2.5,,online,2018-05-06
2018-05-08,Saw 3D,2010,https://boxd.it/rOr7r,2,,online,2018-05-07
2018-05-08,Skins,2017,https://boxd.it/rOQl9,1.5,,"netflix, skype, victor",2018-05-07
2018-05-08,Dude,2018,https://boxd.it/rPeVv,2.5,,"netflix, theo",2018-05-07
2018-05-09,Game Night,2018,https://boxd.it/rQDhd,4.5,,"movie theater, press screening, pedro",2018-05-08
2018-05-09,Jigsaw,2017,https://boxd.it/rR7tN,0.5,,"online, chris",2018-05-08
2018-05-10,Black Mirror: White Christmas,2014,https://boxd.it/rSIW5,3,,netflix,2018-05-09
2018-05-11,Mystery Team,2009,https://boxd.it/rUBFF,2.5,,"rabbit, gabra",2018-05-10
2018-05-11,Beach Rats,2017,https://boxd.it/rUSF3,1.5,,"rabbit, lorena, gabra",2018-05-11
2018-05-12,From Up on Poppy Hill,2011,https://boxd.it/rWoGz,3.5,,"rabbit, theo",2018-05-11
2018-05-13,Terminal,2018,https://boxd.it/rXhnH,2,,online,2018-05-12
2018-05-14,Welcome to Willits,2016,https://boxd.it/rZUo9,2,,online,2018-05-13
2018-05-15,In the Shadow of Women,2015,https://boxd.it/s2CVF,0.5,,movie theater,2018-05-14
2018-05-15,Snake Bite,2016,https://boxd.it/s2I9x,3.5,Yes,"youtube, short film, petcom",2018-05-14
2018-05-16,Final Destination,2000,https://boxd.it/s3Kgd,3.5,Yes,"online, bro",2018-05-15
2018-05-16,Band Aid,2017,https://boxd.it/s4fzb,4.5,,"rabbit, lorena",2018-05-15
2018-05-16,Selfie from Hell,2018,https://boxd.it/s4NxN,1.5,,online,2018-05-16
2018-05-17,Black Mirror: Nosedive,2016,https://boxd.it/s65dj,4.5,Yes,"netflix, theo",2018-05-16
2018-05-18,Black Mirror: Playtest,2016,https://boxd.it/s7b2X,1,Yes,"netflix, theo",2018-05-17
2018-05-19,The Feels,2017,https://boxd.it/s90I3,3.5,,online,2018-05-18
2018-05-19,Amityville: The Awakening,2017,https://boxd.it/s9JsJ,2,,"netflix, marcos",2018-05-18
2018-05-21,Half Magic,2018,https://boxd.it/sdl4r,2.5,,online,2018-05-20
2018-05-21,From Straight A's to XXX,2017,https://boxd.it/sdNSp,2.5,,online,2018-05-20
2018-05-21,A Bad Idea Gone Wrong,2017,https://boxd.it/seu7B,2,,online,2018-05-20
2018-05-22,Black Mirror: Shut Up and Dance,2016,https://boxd.it/sh0wd,4.5,Yes,"netflix, theo",2018-05-21
2018-05-23,Thoroughbreds,2017,https://boxd.it/siBkv,5,,"online, theo",2018-05-22
2018-05-23,Thoroughbreds,2017,https://boxd.it/siURX,5,Yes,"plex, online, lorena",2018-05-23
2018-05-25,Thoroughbreds,2017,https://boxd.it/slPH5,5,Yes,"online, gabra",2018-05-24
2018-05-25,Tully,2018,https://boxd.it/smx1n,4.5,,"nanda, movie theater",2018-05-24
2018-05-26,Daphne & Velma,2018,https://boxd.it/snAqn,2.5,,"rabbit, gabra",2018-05-25
2018-05-28,A Quiet Place,2018,https://boxd.it/srR8j,4,Yes,"tamir, lucas, online",2018-05-26
2018-05-28,Margarita with a Straw,2014,https://boxd.it/stFKJ,4,,"netflix, theo",2018-05-27
2018-05-29,In Darkness,2018,https://boxd.it/sv2xv,2.5,,"gabra, online",2018-05-28
2018-05-30,The Omen,1976,https://boxd.it/sxMmx,2,,"movie theater, victor, nanda",2018-05-29
2018-05-31,The Hand that Rocks the Cradle,1992,https://boxd.it/szlXv,4,,"netflix, tv, victor",2018-05-30
2018-05-31,The Similars,2015,https://boxd.it/szm6H,2,,"netflix, tv, victor",2018-05-30
2018-06-02,Unsane,2018,https://boxd.it/sDycZ,4,,"online, gabra",2018-06-01
2018-06-02,Feral,2017,https://boxd.it/sE1jZ,0.5,,"online, gabra",2018-06-02
2018-06-04,Queen of Earth,2015,https://boxd.it/sIB3V,5,,"netflix, victor",2018-06-03
2018-06-04,Advantageous,2015,https://boxd.it/sJ4Zp,3.5,,"netflix, theo",2018-06-03
2018-06-06,Ocean's Eight,2018,https://boxd.it/sMQIR,5,,"movie theater, press screening, vinidiz, nanda, joao gabriel, pascoal",2018-06-05
2018-06-08,Slumber,2017,https://boxd.it/sRadn,2.5,,online,2018-06-08
2018-06-12,Learning to Drive,2014,https://boxd.it/t0hlV,4,,"netflix, theo",2018-06-11
2018-06-13,Black Mirror: San Junipero,2016,https://boxd.it/t1YYN,5,Yes,netflix,2018-06-12
2018-06-14,Black Mirror: Men Against Fire,2016,https://boxd.it/t4fHt,3,Yes,"netflix, theo",2018-06-13
2018-06-15,The Night Eats the World,2018,https://boxd.it/t5N0F,4,,"movie theater, varilux 2018",2018-06-14
2018-06-15,Just a Breath Away,2018,https://boxd.it/t5NcB,2,,"movie theater, varilux 2018",2018-06-14
2018-06-15,Black Mirror: Hated in the Nation,2016,https://boxd.it/t6dTL,4,Yes,"netflix, theo",2018-06-14
2018-06-16,Elizabethtown,2005,https://boxd.it/t7yXr,2,,"netflix, ana paula, fernanda, facom",2018-06-15
2018-06-16,The Grudge 2,2006,https://boxd.it/t7REX,4.5,Yes,online,2018-06-15
2018-06-18,The Houses October Built,2014,https://boxd.it/tbEH3,3,,"netflix, skype, victor",2018-06-16
2018-06-18,The Sea Inside,2004,https://boxd.it/tcy71,4.5,,"online, chris",2018-06-17
2018-06-19,Maybe a Love Story,2018,https://boxd.it/tecHb,3.5,,"movie theater, nanda",2018-06-18
2018-06-19,The Diving Bell and the Butterfly,2007,https://boxd.it/telP9,3,,"online, chris",2018-06-18
2018-06-20,F*&% the Prom,2017,https://boxd.it/tgv3t,1,,"rabbit, lorena",2018-06-19
2018-06-21,Carnivores,2018,https://boxd.it/tix6D,2,,"movie theater, varilux 2018, theo",2018-06-20
2018-06-22,Hereditary,2018,https://boxd.it/tkGuD,4.5,,"movie theater, victor",2018-06-21
2018-06-23,Shrew's Nest,2014,https://boxd.it/tmqnb,2.5,,"netflix, skype, victor",2018-06-22
2018-06-24,Hereditary,2018,https://boxd.it/toOwv,5,Yes,"movie theater, leo lima",2018-06-23
2018-06-26,Hypersomnia,2016,https://boxd.it/tt0M9,1.5,,"netflix, victor, skype",2018-06-25
2018-07-19,Bao,2018,https://boxd.it/uhqI3,3.5,,"movie theater, victor, nanda",2018-07-02
2018-07-19,Incredibles 2,2018,https://boxd.it/uhqLB,4,,"movie theater, nanda, victor",2018-07-02
2018-07-06,How to Talk to Girls at Parties,2017,https://boxd.it/tOnxt,1.5,,"online, gabra",2018-07-05
2018-07-13,Insidious: Chapter 3,2015,https://boxd.it/u3MQv,3,,"netflix, tv, victor, tamir, mayra",2018-07-12
2018-07-18,The House on Sorority Row,1982,https://boxd.it/ueMv5,2.5,,"dvd, victor",2018-07-14
2018-07-23,Circle,2015,https://boxd.it/urMvv,3,Yes,"netflix, tv, crol",2018-07-20
2018-08-01,High School Musical,2006,https://boxd.it/uMuDN,3,Yes,"tv, gabra, mari",2018-07-27
2018-08-01,Uma Quase Dupla,2018,https://boxd.it/uLXrT,3.5,,"movie theater, victor",2018-07-30
2018-08-02,The Incredibles,2004,https://boxd.it/uQ2Q3,4,Yes,"netflix, chris, felipe, mom, movie theater",2018-08-02
2018-08-04,Weepah Way For Now,2015,https://boxd.it/uU5RB,4,,online,2018-08-03
2018-08-07,Village of the Damned,1995,https://boxd.it/v1EO7,2.5,,"netflix, dudu",2018-08-04
2018-08-14,Persona,1966,https://boxd.it/viSld,4.5,,"rabbit, pedro",2018-08-13
2018-08-15,Mom and Dad,2017,https://boxd.it/vla8P,4,,"rabbit, gabra",2018-08-14
2018-08-16,Zoom,2015,https://boxd.it/vmAVP,4.5,,"rabbit, gabra",2018-08-15
2018-08-17,The Fast and the Furious,2001,https://boxd.it/vpLSX,3,Yes,"luisa, rabbit",2018-08-16
2018-08-19,Down a Dark Hall,2018,https://boxd.it/vthRt,2.5,,"online, gabra",2018-08-18
2018-08-21,Stage Fright,1987,https://boxd.it/vzER9,4.5,,"pedro, dvd",2018-08-19
2018-08-21,Slender Man,2018,https://boxd.it/vzQcR,1,,"press screening, movie theater, pedro",2018-08-20
2018-08-22,2 Fast 2 Furious,2003,https://boxd.it/vCwKZ,2.5,Yes,"rabbit, luisa, noor",2018-08-20
2018-08-25,To All the Boys I've Loved Before,2018,https://boxd.it/vKTj9,4,,"netflix, tv, theo",2018-08-24
2018-08-29,Scooby-Doo,2002,https://boxd.it/vUeYb,4.5,Yes,"rabbit, gabra, dvd, bro",2018-08-28
2018-08-29,Scooby-Doo 2: Monsters Unleashed,2004,https://boxd.it/vUfar,5,Yes,"rabbit, gabra, dvd, bro",2018-08-28
2018-09-01,Support the Girls,2018,https://boxd.it/w188R,4,,"online, gabra",2018-08-31
2018-09-02,Nails,2017,https://boxd.it/w2ndp,1,,online,2018-09-01
2018-09-02,Me and You and Everyone We Know,2005,https://boxd.it/w331F,2.5,,"rabbit, filipe",2018-09-01
2018-09-04,Every Day,2018,https://boxd.it/w8pVb,4.5,,"rabbit, theo",2018-09-03
2018-09-05,Possibly in Michigan,1983,https://boxd.it/waZsD,5,Yes,petcom,2018-09-03
2018-09-05,Snake Bite,2016,https://boxd.it/waZuz,3.5,Yes,petcom,2018-09-03
2018-09-05,"It's Not You, It's Me",2013,https://boxd.it/waZyB,4,Yes,petcom,2018-09-03
2018-09-06,The Nun,2018,https://boxd.it/wd31l,2.5,,"movie theater, dudu",2018-09-05
2018-09-08,The Lovely Bones,2009,https://boxd.it/wh4eD,3,,"netflix, mom",2018-09-07
2018-09-09,Summer of 84,2018,https://boxd.it/wjBZr,3.5,,"rabbit, arthur, chris",2018-09-09
2018-09-10,Sierra Burgess Is a Loser,2018,https://boxd.it/wlKf7,2.5,,"netflix, theo",2018-09-09
2018-09-11,Blood Fest,2018,https://boxd.it/woecL,0.5,,"online, gabra",2018-09-10
2018-09-12,Boarding School,2018,https://boxd.it/wqmXz,2,,"online, gabra",2018-09-11
2018-09-15,The Fast and the Furious: Tokyo Drift,2006,https://boxd.it/wwapd,2,Yes,"rabbit, noor, luisa",2018-09-11
2018-09-13,Rust,2018,https://boxd.it/wsIs3,2,,"movie theater, fernanda, lulinha",2018-09-12
2018-09-14,Enough,2018,https://boxd.it/wuBdJ,4,,"vimeo, fernanda, giulia, rayssa, petcom",2018-09-13
2018-09-15,Fast & Furious,2009,https://boxd.it/wwuZ1,3,Yes,"rabbit, noor, luisa",2018-09-14
2018-09-15,Grandma,2015,https://boxd.it/wwwM9,4,,"netflix, theo",2018-09-14
2018-09-20,A Simple Favor,2018,https://boxd.it/wGUid,4,,"press screening, fernanda",2018-09-19
2018-09-21,Fast Five,2011,https://boxd.it/wJfa9,3.5,Yes,"rabbit, luisa, noor",2018-09-20
2018-09-24,The House with a Clock in Its Walls,2018,https://boxd.it/wQ4Oh,3.5,,"movie theater, theo",2018-09-23
2018-09-27,Flavors of Youth,2018,https://boxd.it/wWg1X,3,,"netflix, theo",2018-09-26
2018-09-29,The First Purge,2018,https://boxd.it/wZlM1,1,,"rabbit, chris, luc",2018-09-28
2018-09-29,Lady Bird,2017,https://boxd.it/x09r3,5,Yes,"facom, theo, vinicius, fernanda",2018-09-28
2018-10-04,Tudo por um Pop Star,2018,https://boxd.it/xbY8j,3,,"press screening, movie theater",2018-10-03
2018-10-05,The Ritual,2017,https://boxd.it/xesqL,1,,"luisa, iosira, rabbit",2018-10-04
2018-10-10,A Star Is Born,2018,https://boxd.it/xqqJF,4,,"press screening, movie theater, pedro",2018-10-09
2018-10-23,Lady Bird,2017,https://boxd.it/xXa3z,5,Yes,"rabbit, alice, gabra",2018-10-22
2018-10-23,"Fala Sério, Mãe!",2017,https://boxd.it/xXo7v,4,Yes,"rabbit, alice, gabra",2018-10-23
2018-10-29,Gretchen: Road Movie,2010,https://boxd.it/ybbc1,4.5,,"youtube, chris, arthur",2018-10-28
2018-10-30,Searching,2018,https://boxd.it/ycR8H,5,,"rabbit, chris",2018-10-29
2018-10-31,Demonic,2015,https://boxd.it/yeMun,1,,"rabbit, gabra, leo, luc, netflix",2018-10-30
2018-10-31,Tag,2015,https://boxd.it/yflHr,4,,"rabbit, netflix, gabra",2018-10-30
2018-11-02,Friendship Bracelet,,https://boxd.it/ykhgL,2,,"short film, netflix, rabbit, gabra, leo",2018-10-30
2018-11-02,Incommodum,2018,,0.5,,"short film, netflix, rabbit, leo, gabra",2018-10-30
2018-11-02,CTRL+ALT+DEL,,https://boxd.it/ykhq7,0.5,,"short film, netflix, rabbit, leo, gabra",2018-10-30
2018-11-02,Keep Out,,https://boxd.it/ykhtb,1.5,,"netflix, rabbit, short film, leo, gabra",2018-10-30
2018-11-02,Antoni Psycho,,,2,,"netflix, short film, rabbit, gabra, leo",2018-10-30
2018-11-01,Jennifer's Body,2009,https://boxd.it/yhN0T,5,Yes,"rabbit, gabra",2018-10-31
2018-11-03,Unfriended: Dark Web,2018,https://boxd.it/ymEBB,4.5,,"rabbit, chris, arthur, marcos, gugalo, celo",2018-11-03
2018-11-04,Popstar: Never Stop Never Stopping,2016,https://boxd.it/ynppn,3.5,,"netflix, gabra",2018-11-03
2018-11-04,Burn Burn Burn,2015,https://boxd.it/yoC8V,4,,"netflix, rabbit, fernanda",2018-11-03
2018-11-04,Tangerine,2015,https://boxd.it/yp4xT,4.5,,"netflix, rabbit, fernanda",2018-11-03
2018-11-05,Air Bridge,2015,https://boxd.it/yslM3,3,,"rabbit, youtube, alice, gabra, philip",2018-11-05
2018-11-06,Lost in Translation,2003,https://boxd.it/yuv5R,0.5,,"rabbit, gabra, alice",2018-11-05
2018-11-06,Her,2013,https://boxd.it/yuv8r,5,,"netflix, gabra, alice, rabbit",2018-11-06
2018-11-07,A Bad Moms Christmas,2017,https://boxd.it/yvZ1H,3.5,,"rabbit, gabra",2018-11-06
2018-11-07,Monster Party,2018,https://boxd.it/ywu5b,4,,"rabbit, gabra",2018-11-07
2018-11-09,American Animals,2018,https://boxd.it/yzigd,4.5,,"rabbit, gabra",2018-11-07
2018-11-09,Magic Mike,2012,https://boxd.it/yAFEz,2,,"rabbit, netflix, gabra, alice",2018-11-08
2018-11-10,"Domingo, Sozinho",2018,https://boxd.it/yBZHZ,3.5,,"youtube, gabra, rabbit",2018-11-09
2018-11-10,Elle Fanning Relives Her Dreams,2015,https://boxd.it/yC1Ah,4,,"youtube, rabbit, gabra",2018-11-09
2018-11-10,Distrito da Luz Vermelha,2018,https://boxd.it/yDhBn,4,,"rabbit, gabra",2018-11-10
2018-11-10,Whip It,2009,https://boxd.it/yDilb,5,Yes,"rabbit, gabra, dora",2018-11-10
2018-11-11,Spy Kids: All the Time in the World,2011,https://boxd.it/yEHUH,3,,netflix,2018-11-10
2018-11-11,Loveling,2018,https://boxd.it/yFCHl,4,,"rabbit, lulinha",2018-11-10
2018-11-11,Mulheres Alteradas,2018,https://boxd.it/yG73r,3,,"rabbit, youtube, gabra",2018-11-11
2018-11-11,Dirty Girl,2010,https://boxd.it/yGhTR,5,,"rabbit, gabra",2018-11-11
2018-11-12,Headgame,2018,https://boxd.it/yHJPl,1.5,,"rabbit, gabra, leo",2018-11-11
2018-11-12,Short Term 12,2013,https://boxd.it/yIYAx,3.5,,"rabbit, gabra",2018-11-12
2018-11-13,Os Farofeiros,2018,https://boxd.it/yLbh3,3,,"youtube, gabra",2018-11-12
2018-11-15,Ladies First,2017,https://boxd.it/yOQdx,4,,"netflix, giulia",2018-11-14
2018-11-15,Across Grace Alley,2013,https://boxd.it/yPAZ3,0.5,,"netflix, short film, rabbit, gabra",2018-11-15
2018-11-15,Love Beats Rhymes,2017,https://boxd.it/yPO0j,2.5,,"netflix, gabra, rabbit",2018-11-15
2018-11-21,Zygote,2017,https://boxd.it/z4Yuj,3.5,,"youtube, gabra",2018-11-20
2018-11-23,The Signal,2014,https://boxd.it/z8EM1,1.5,,"netflix, rabbit, gabra",2018-11-22
2018-11-25,Freaky Friday,2003,https://boxd.it/zfwW7,5,Yes,"netflix, gugalo",2018-11-25
2018-12-18,Cam,2018,https://boxd.it/AawVn,3.5,,"netflix, chris",2018-11-25
2018-12-01,Happy Death Day,2017,https://boxd.it/zukYP,4,Yes,"online, chris",2018-12-01
2018-12-18,De Pernas pro Ar,2010,https://boxd.it/Ac5x3,3.5,Yes,"rabbit, gabra",2018-12-17
2018-12-18,De Pernas pro Ar 2,2012,https://boxd.it/Ac5TN,2,Yes,"movie theater, rabbit, gabra",2018-12-17
2018-12-21,Krampus,2015,https://boxd.it/AikTv,3.5,,"netflix, tv, rodrigo, thiago, theo",2018-12-18
2018-12-21,Express Kidnapping,2018,https://boxd.it/AiljD,3.5,,"primepass, movie theater, theo",2018-12-19
2018-12-21,Mary Poppins,1964,https://boxd.it/Akk7Z,3,,"netflix, gabra",2018-12-20
2018-12-22,Mary Poppins Returns,2018,https://boxd.it/Al6fd,5,,"movie theater, primepass, theo",2018-12-20
2018-12-23,Men Are from Mars... And That's Where I'm Going!,2014,https://boxd.it/AnPpV,1.5,,"gabra, rabbit",2018-12-21
2018-12-23,Charming,2018,https://boxd.it/AoHNn,3.5,,"movie theater, primepass, gabra",2018-12-22
2018-12-23,Assassination Nation,2018,https://boxd.it/AoI4D,5,,"rabbit, gabra",2018-12-22
2018-12-24,Hell Fest,2018,https://boxd.it/At8zP,2.5,,"rabbit, gabra",2018-12-23
2018-12-25,How the Grinch Stole Christmas,2000,https://boxd.it/Awlfp,3,,"netflix, gabra",2018-12-24
2018-12-25,The Stepfather,2009,https://boxd.it/AwXan,2.5,,netflix,2018-12-25
2018-12-26,Carol,2015,https://boxd.it/AxT8T,4,,"netflix, chris",2018-12-25
2018-12-26,The Lodgers,2017,https://boxd.it/AzdYn,1,,"tv, iago, gabriel, lucas, tamir, victor, caio",2018-12-25
2018-12-27,Revenge,2017,https://boxd.it/ABSlZ,4.5,,"tv, gabriel, pedro luigi",2018-12-26
2018-12-27,Bird Box,2018,https://boxd.it/ADhIL,3.5,,"netflix, chris, marcos, pedro",2018-12-26
2018-12-28,Set It Up,2018,https://boxd.it/AFgrN,4.5,,netflix,2018-12-27
2018-12-28,First Reformed,2017,https://boxd.it/AFYsP,4.5,,online,2018-12-27
2018-12-29,"Angus, Thongs and Perfect Snogging",2008,https://boxd.it/AKNox,3,,netflix,2018-12-28
2018-12-30,The Voices,2014,https://boxd.it/ALQqN,4,,netflix,2018-12-29
2018-12-30,The Sisterhood of the Traveling Pants 2,2008,https://boxd.it/ANM27,3,,online,2018-12-29
2018-12-30,Black Mirror: Bandersnatch,2018,https://boxd.it/AOUg9,2,,"netflix, chris, marcos",2018-12-30
2019-01-01,Now United: Dreams Come True,2018,https://boxd.it/AV689,4.5,,"theo, youtube",2018-12-30
2018-12-31,Prevenge,2016,https://boxd.it/ATwoj,3,,"online, chris",2018-12-31
2019-01-01,Doppelgänger,2012,https://boxd.it/AVhFN,2.5,,"youtube, chris",2018-12-31
2019-01-03,The Love Witch,2016,https://boxd.it/B5P4h,5,,tv,2018-12-31
2019-01-03,Frances Ha,2012,https://boxd.it/Ba86p,5,Yes,netflix,2019-01-03
2019-01-05,Hush,2016,https://boxd.it/Bg72t,3.5,Yes,"netflix, chris, luc",2019-01-04
2019-01-06,Escape Room,2017,https://boxd.it/BmsKt,0.5,,"rabbit, chris",2019-01-05
2019-01-07,Hush,1998,https://boxd.it/BtnQb,3.5,,"netflix, chris",2019-01-07
2019-01-08,Unbreakable,2000,https://boxd.it/BvOr7,2,,"netflix, chris",2019-01-07
2019-01-09,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/Byry1,4,Yes,"online, tv, bro",2019-01-08
2019-01-09,Mean Girls,2004,https://boxd.it/BAoBl,5,Yes,"tv, chris",2019-01-08
2019-01-11,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/BHjc5,5,Yes,"tv, online, bro",2019-01-09
2019-01-11,The Sixth Sense,1999,https://boxd.it/BIc6V,5,,"netflix, chris",2019-01-10
2019-01-11,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/BIOD9,5,Yes,"tv, online, bro",2019-01-10
2019-01-12,Harry Potter and the Goblet of Fire,2005,https://boxd.it/BLvLp,4,Yes,"tv, online, bro, movie theater",2019-01-10
2019-01-12,The Outcasts,2017,https://boxd.it/BM5JJ,3.5,,netflix,2019-01-11
2019-01-12,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/BOkh5,3,Yes,"online, movie theater",2019-01-12
2019-01-13,Split,2016,https://boxd.it/BSurn,2.5,Yes,"online, chris",2019-01-13
2019-01-15,Face Swap,2019,https://boxd.it/C1dBj,3,,"youtube, chris, short film",2019-01-13
2019-01-15,Suspiria,1977,https://boxd.it/BZckx,4.5,Yes,dvd,2019-01-14
2019-01-15,The Wind Rises,2013,https://boxd.it/C03J1,4.5,,"online, theo",2019-01-14
2019-01-16,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/C29PD,3,Yes,"tv, online, bro",2019-01-15
2019-01-16,Teenage Cocktail,2016,https://boxd.it/C3RQ3,2.5,,"netflix, rabbit, gabra",2019-01-15
2019-01-17,The Kid Who Would Be King,2019,https://boxd.it/C5wrl,4,,"movie theater, press screening, theo",2019-01-16
2019-01-17,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/C6ZeH,4.5,Yes,online,2019-01-16
2019-01-17,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/C7baH,4.5,Yes,online,2019-01-16
2019-01-18,Suspiria,2018,https://boxd.it/C8Lkv,3,,"online, gabra",2019-01-16
2019-01-18,GirlHouse,2014,https://boxd.it/C9o8D,3,,online,2019-01-17
2019-01-19,The Favourite,2018,https://boxd.it/CcpVd,5,,"movie theater, press screening, joao gabriel",2019-01-18
2019-01-20,Zodiac,2007,https://boxd.it/CiTIZ,2,,"online, chris, arthur",2019-01-19
2019-01-21,Each Time I Kill,2007,https://boxd.it/CnHmn,3.5,,online,2019-01-21
2019-01-22,Hollow in the Land,2017,https://boxd.it/CpANl,3.5,,online,2019-01-21
2019-01-22,Almost Friends,2016,https://boxd.it/CqnXT,1.5,,online,2019-01-21
2019-01-22,Age of Sail,2018,https://boxd.it/CqJb3,3,,"youtube, rabbit, theo",2019-01-21
2019-01-22,Animal Behaviour,2018,https://boxd.it/CqJgd,2,,"rabbit, theo",2019-01-21
2019-01-22,Bilby,2018,https://boxd.it/CqJm1,4,,"rabbit, theo",2019-01-21
2019-01-22,Bird Karma,2018,https://boxd.it/CqJq3,2.5,,"rabbit, theo",2019-01-21
2019-01-22,Late Afternoon,2017,https://boxd.it/CqJu5,5,,"youtube, rabbit, theo",2019-01-21
2019-01-22,One Small Step,2018,https://boxd.it/CqJyV,4.5,,"rabbit, vimeo, theo",2019-01-21
2019-01-22,Grandpa Walrus,2017,https://boxd.it/CqJAH,2,,"vimeo, rabbit, theo",2019-01-21
2019-01-22,Lost & Found,2018,https://boxd.it/CqJDL,3.5,,"rabbit, theo",2019-01-21
2019-01-22,Weekends,2017,https://boxd.it/CqPyd,3,,online,2019-01-21
2019-01-23,Fyre,2019,https://boxd.it/CsR31,3.5,,"netflix, chris",2019-01-22
2019-01-23,A Star Is Born,2018,https://boxd.it/CteDB,4,Yes,"rabbit, lorena, leo, gabra",2019-01-22
2019-01-23,Jessica Darling's It List,2016,https://boxd.it/CtPYh,1.5,,"netflix, theo",2019-01-22
2019-01-23,BlacKkKlansman,2018,https://boxd.it/Cv9Bf,3,,"rabbit, alice, leo, lorena, pedro, almon",2019-01-22
2019-01-24,Green Book,2018,https://boxd.it/CwGYD,2.5,,"rabbit, lorena, leo, pedro",2019-01-23
2019-01-24,The Wife,2017,https://boxd.it/CxVX3,4,,"rabbit, lorena, leo, pedro, alice, almon",2019-01-23
2019-01-25,Cold War,2018,https://boxd.it/CzAcJ,2,,"rabbit, lorena, pedro, leo",2019-01-24
2019-01-25,The Favourite,2018,https://boxd.it/CBo7r,5,Yes,"rabbit, leo, pedro, almon",2019-01-24
2019-01-27,Annihilation,2018,https://boxd.it/CGuHZ,3,,"netflix, tv, crol",2019-01-26
2019-01-27,Mercy,2016,https://boxd.it/CI9pp,0.5,,"netflix, tv, crol",2019-01-26
2019-01-27,Roma,2018,https://boxd.it/CIW59,2,,"netflix, rabbit, leo, pedro",2019-01-26
2019-01-28,Now United: Dreams Come True,2018,https://boxd.it/CMlC9,4.5,Yes,"rabbit, gabra, leo",2019-01-27
2019-01-28,Invisible,2017,https://boxd.it/CMQu1,2,,"netflix, rabbit, gabra",2019-01-27
2019-01-30,Catwalk: Tales from the Catshow Circuit,2018,https://boxd.it/CTNzB,3.5,,"netflix, theo",2019-01-29
2019-01-31,"Fala Sério, Mãe!",2017,https://boxd.it/CXTxT,4,Yes,tv,2019-01-30
2019-01-31,Personal Shopper,2016,https://boxd.it/CXYEv,4.5,,tv,2019-01-30
2019-02-04,Velvet Buzzsaw,2019,https://boxd.it/Dcs7f,2,,"tv, netflix, leo, filipe, theo",2019-02-03
2019-02-05,Dirty Computer,2018,https://boxd.it/DgmIx,4.5,,"tv, youtube, filipe",2019-02-04
2019-02-06,Ocean's Eight,2018,https://boxd.it/DiuvF,5,Yes,"airplane, theo",2019-02-04
2019-02-07,Vice,2018,https://boxd.it/Dl6i9,1,,"rabbit, theo, lorena, leo, pedro",2019-02-06
2019-02-08,Home Movies,2017,https://boxd.it/DnZNP,3,,"youtube, short film",2019-02-07
2019-02-15,If Beale Street Could Talk,2018,https://boxd.it/DMdnp,4.5,,"fafa, movie theater",2019-02-08
2019-02-13,The Princess Switch,2018,https://boxd.it/DF0aX,3,,"netflix, tv, anderson, crol, fafa",2019-02-11
2019-02-13,Can You Ever Forgive Me?,2018,https://boxd.it/DGlI9,4.5,,"rabbit, lorena, leo, pedro",2019-02-12
2019-02-15,Miss Meadows,2014,https://boxd.it/DLBuR,3.5,,"netflix, theo",2019-02-14
2019-02-15,If Beale Street Could Talk,2018,https://boxd.it/DMdvD,4.5,Yes,"rabbit, leo, lorena, pedro",2019-02-14
